part_name,date,demand,lead_time
Battery Pack,2023-02-16,624,13
Battery Pack,2023-02-17,640,16
Battery Pack,2023-02-18,610,17
Battery Pack,2023-02-19,638,17
Battery Pack,2023-02-20,639,13
Battery Pack,2023-02-21,559,14
Battery Pack,2023-02-22,642,11
Battery Pack,2023-02-23,653,12
Battery Pack,2023-02-24,651,16
Battery Pack,2023-02-25,650,17
Battery Pack,2023-02-26,643,12
Battery Pack,2023-02-27,661,13
Battery Pack,2023-02-28,644,14
Battery Pack,2023-03-01,574,15
Battery Pack,2023-03-02,690,12
Battery Pack,2023-03-03,690,15
Battery Pack,2023-03-04,675,13
Battery Pack,2023-03-05,609,14
Battery Pack,2023-03-06,659,15
Battery Pack,2023-03-07,775,14
Battery Pack,2023-03-08,729,13
Battery Pack,2023-03-09,771,14
Battery Pack,2023-03-10,743,14
Battery Pack,2023-03-11,715,13
Battery Pack,2023-03-12,760,13
Battery Pack,2023-03-13,715,17
Battery Pack,2023-03-14,742,15
Battery Pack,2023-03-15,708,13
Battery Pack,2023-03-16,702,15
Battery Pack,2023-03-17,700,13
Battery Pack,2023-03-18,687,16
Battery Pack,2023-03-19,642,15
Battery Pack,2023-03-20,750,14
Battery Pack,2023-03-21,633,15
Battery Pack,2023-03-22,661,11
Battery Pack,2023-03-23,641,12
Battery Pack,2023-03-24,731,12
Battery Pack,2023-03-25,635,14
Battery Pack,2023-03-26,676,17
Battery Pack,2023-03-27,581,18
Battery Pack,2023-03-28,672,15
Battery Pack,2023-03-29,708,15
Battery Pack,2023-03-30,674,10
Battery Pack,2023-03-31,732,13
Battery Pack,2023-04-01,632,12
Battery Pack,2023-04-02,738,13
Battery Pack,2023-04-03,823,14
Battery Pack,2023-04-04,700,13
Battery Pack,2023-04-05,706,10
Battery Pack,2023-04-06,809,15
Battery Pack,2023-04-07,823,12
Battery Pack,2023-04-08,694,14
Battery Pack,2023-04-09,703,18
Battery Pack,2023-04-10,741,12
Battery Pack,2023-04-11,688,9
Battery Pack,2023-04-12,706,13
Battery Pack,2023-04-13,698,16
Battery Pack,2023-04-14,703,18
Battery Pack,2023-04-15,701,12
Battery Pack,2023-04-16,705,15
Battery Pack,2023-04-17,791,13
Battery Pack,2023-04-18,653,14
Battery Pack,2023-04-19,741,19
Battery Pack,2023-04-20,670,11
Battery Pack,2023-04-21,669,15
Battery Pack,2023-04-22,667,15
Battery Pack,2023-04-23,570,16
Battery Pack,2023-04-24,670,14
Battery Pack,2023-04-25,656,15
Battery Pack,2023-04-26,671,13
Battery Pack,2023-04-27,662,15
Battery Pack,2023-04-28,773,13
Battery Pack,2023-04-29,593,15
Battery Pack,2023-04-30,604,13
Battery Pack,2023-05-01,637,15
Battery Pack,2023-05-02,649,14
Battery Pack,2023-05-03,654,16
Battery Pack,2023-05-04,754,14
Battery Pack,2023-05-05,775,10
Battery Pack,2023-05-06,653,17
Battery Pack,2023-05-07,647,12
Battery Pack,2023-05-08,747,13
Battery Pack,2023-05-09,699,13
Battery Pack,2023-05-10,760,17
Battery Pack,2023-05-11,738,10
Battery Pack,2023-05-12,649,20
Battery Pack,2023-05-13,767,16
Battery Pack,2023-05-14,773,14
Battery Pack,2023-05-15,674,14
Battery Pack,2023-05-16,675,15
Battery Pack,2023-05-17,697,15
Battery Pack,2023-05-18,688,15
Battery Pack,2023-05-19,692,15
Battery Pack,2023-05-20,718,14
Battery Pack,2023-05-21,597,14
Battery Pack,2023-05-22,586,14
Battery Pack,2023-05-23,548,14
Battery Pack,2023-05-24,573,16
Battery Pack,2023-05-25,603,15
Battery Pack,2023-05-26,691,8
Battery Pack,2023-05-27,544,15
Battery Pack,2023-05-28,582,14
Battery Pack,2023-05-29,603,14
Battery Pack,2023-05-30,668,13
Battery Pack,2023-05-31,741,16
Battery Pack,2023-06-01,595,16
Battery Pack,2023-06-02,605,12
Battery Pack,2023-06-03,660,15
Battery Pack,2023-06-04,650,12
Battery Pack,2023-06-05,746,11
Battery Pack,2023-06-06,689,13
Battery Pack,2023-06-07,647,16
Battery Pack,2023-06-08,698,16
Battery Pack,2023-06-09,725,15
Battery Pack,2023-06-10,680,15
Battery Pack,2023-06-11,662,15
Battery Pack,2023-06-12,715,13
Battery Pack,2023-06-13,713,15
Battery Pack,2023-06-14,715,16
Battery Pack,2023-06-15,668,16
Battery Pack,2023-06-16,616,16
Battery Pack,2023-06-17,589,15
Battery Pack,2023-06-18,629,15
Battery Pack,2023-06-19,546,16
Battery Pack,2023-06-20,593,14
Battery Pack,2023-06-21,543,12
Battery Pack,2023-06-22,554,14
Battery Pack,2023-06-23,608,13
Battery Pack,2023-06-24,517,13
Battery Pack,2023-06-25,505,14
Battery Pack,2023-06-26,463,12
Battery Pack,2023-06-27,567,13
Battery Pack,2023-06-28,564,10
Battery Pack,2023-06-29,643,14
Battery Pack,2023-06-30,525,14
Battery Pack,2023-07-01,528,12
Battery Pack,2023-07-02,536,15
Battery Pack,2023-07-03,640,16
Battery Pack,2023-07-04,565,11
Battery Pack,2023-07-05,591,12
Battery Pack,2023-07-06,614,12
Battery Pack,2023-07-07,598,12
Battery Pack,2023-07-08,540,16
Battery Pack,2023-07-09,574,14
Battery Pack,2023-07-10,648,13
Battery Pack,2023-07-11,541,10
Battery Pack,2023-07-12,595,15
Battery Pack,2023-07-13,547,12
Battery Pack,2023-07-14,634,14
Battery Pack,2023-07-15,459,15
Battery Pack,2023-07-16,496,17
Battery Pack,2023-07-17,561,11
Battery Pack,2023-07-18,607,8
Battery Pack,2023-07-19,513,14
Battery Pack,2023-07-20,476,18
Battery Pack,2023-07-21,586,16
Battery Pack,2023-07-22,379,14
Battery Pack,2023-07-23,333,13
Battery Pack,2023-07-24,487,16
Battery Pack,2023-07-25,435,12
Battery Pack,2023-07-26,405,15
Battery Pack,2023-07-27,491,15
Battery Pack,2023-07-28,469,16
Battery Pack,2023-07-29,401,20
Battery Pack,2023-07-30,370,15
Battery Pack,2023-07-31,514,13
Battery Pack,2023-08-01,510,14
Battery Pack,2023-08-02,480,10
Battery Pack,2023-08-03,585,13
Battery Pack,2023-08-04,448,13
Battery Pack,2023-08-05,402,13
Battery Pack,2023-08-06,450,14
Battery Pack,2023-08-07,518,12
Battery Pack,2023-08-08,535,16
Battery Pack,2023-08-09,513,14
Battery Pack,2023-08-10,542,14
Battery Pack,2023-08-11,459,13
Battery Pack,2023-08-12,559,14
Battery Pack,2023-08-13,476,16
Battery Pack,2023-08-14,557,12
Battery Pack,2023-08-15,509,13
Battery Pack,2023-08-16,504,13
Battery Pack,2023-08-17,497,11
Battery Pack,2023-08-18,479,12
Battery Pack,2023-08-19,447,13
Battery Pack,2023-08-20,470,16
Battery Pack,2023-08-21,433,15
Battery Pack,2023-08-22,450,14
Battery Pack,2023-08-23,402,16
Battery Pack,2023-08-24,473,14
Battery Pack,2023-08-25,364,15
Battery Pack,2023-08-26,457,14
Battery Pack,2023-08-27,365,15
Battery Pack,2023-08-28,329,13
Battery Pack,2023-08-29,412,9
Battery Pack,2023-08-30,378,14
Battery Pack,2023-08-31,461,17
Battery Pack,2023-09-01,395,16
Battery Pack,2023-09-02,384,16
Battery Pack,2023-09-03,321,16
Battery Pack,2023-09-04,432,14
Battery Pack,2023-09-05,341,14
Battery Pack,2023-09-06,390,13
Battery Pack,2023-09-07,512,13
Battery Pack,2023-09-08,517,15
Battery Pack,2023-09-09,470,16
Battery Pack,2023-09-10,400,14
Battery Pack,2023-09-11,473,13
Battery Pack,2023-09-12,470,14
Battery Pack,2023-09-13,406,15
Battery Pack,2023-09-14,531,11
Battery Pack,2023-09-15,490,9
Battery Pack,2023-09-16,395,13
Battery Pack,2023-09-17,397,12
Battery Pack,2023-09-18,425,13
Battery Pack,2023-09-19,302,14
Battery Pack,2023-09-20,382,13
Battery Pack,2023-09-21,352,17
Battery Pack,2023-09-22,329,15
Battery Pack,2023-09-23,330,15
Battery Pack,2023-09-24,430,15
Battery Pack,2023-09-25,402,12
Battery Pack,2023-09-26,342,16
Battery Pack,2023-09-27,403,14
Battery Pack,2023-09-28,449,15
Battery Pack,2023-09-29,432,12
Battery Pack,2023-09-30,368,11
Battery Pack,2023-10-01,342,16
Battery Pack,2023-10-02,449,15
Battery Pack,2023-10-03,444,12
Battery Pack,2023-10-04,480,12
Battery Pack,2023-10-05,476,16
Battery Pack,2023-10-06,505,12
Battery Pack,2023-10-07,403,17
Battery Pack,2023-10-08,501,12
Battery Pack,2023-10-09,479,15
Battery Pack,2023-10-10,574,13
Battery Pack,2023-10-11,436,15
Battery Pack,2023-10-12,554,13
Battery Pack,2023-10-13,473,14
Battery Pack,2023-10-14,394,14
Battery Pack,2023-10-15,395,12
Battery Pack,2023-10-16,424,15
Battery Pack,2023-10-17,452,13
Battery Pack,2023-10-18,448,14
Battery Pack,2023-10-19,384,12
Battery Pack,2023-10-20,402,9
Battery Pack,2023-10-21,473,14
Battery Pack,2023-10-22,446,19
Battery Pack,2023-10-23,407,16
Battery Pack,2023-10-24,384,14
Battery Pack,2023-10-25,388,13
Battery Pack,2023-10-26,414,14
Battery Pack,2023-10-27,336,15
Battery Pack,2023-10-28,350,12
Battery Pack,2023-10-29,287,16
Battery Pack,2023-10-30,429,15
Battery Pack,2023-10-31,452,15
Battery Pack,2023-11-01,407,15
Battery Pack,2023-11-02,521,14
Battery Pack,2023-11-03,393,15
Battery Pack,2023-11-04,362,15
Battery Pack,2023-11-05,457,13
Battery Pack,2023-11-06,537,13
Battery Pack,2023-11-07,576,14
Battery Pack,2023-11-08,475,17
Battery Pack,2023-11-09,555,12
Battery Pack,2023-11-10,501,11
Battery Pack,2023-11-11,464,14
Battery Pack,2023-11-12,514,14
Battery Pack,2023-11-13,528,14
Battery Pack,2023-11-14,411,14
Battery Pack,2023-11-15,557,14
Battery Pack,2023-11-16,544,17
Battery Pack,2023-11-17,435,11
Battery Pack,2023-11-18,448,12
Battery Pack,2023-11-19,445,14
Battery Pack,2023-11-20,456,11
Battery Pack,2023-11-21,410,14
Battery Pack,2023-11-22,399,17
Battery Pack,2023-11-23,429,14
Battery Pack,2023-11-24,489,14
Battery Pack,2023-11-25,429,11
Battery Pack,2023-11-26,387,13
Battery Pack,2023-11-27,480,13
Battery Pack,2023-11-28,307,13
Battery Pack,2023-11-29,516,17
Battery Pack,2023-11-30,383,15
Battery Pack,2023-12-01,463,12
Battery Pack,2023-12-02,408,14
Battery Pack,2023-12-03,412,15
Battery Pack,2023-12-04,577,16
Battery Pack,2023-12-05,507,17
Battery Pack,2023-12-06,558,12
Battery Pack,2023-12-07,548,12
Battery Pack,2023-12-08,581,11
Battery Pack,2023-12-09,537,14
Battery Pack,2023-12-10,472,15
Battery Pack,2023-12-11,617,16
Battery Pack,2023-12-12,542,14
Battery Pack,2023-12-13,486,13
Battery Pack,2023-12-14,538,14
Battery Pack,2023-12-15,629,12
Battery Pack,2023-12-16,559,18
Battery Pack,2023-12-17,492,11
Battery Pack,2023-12-18,514,14
Battery Pack,2023-12-19,508,18
Battery Pack,2023-12-20,621,14
Battery Pack,2023-12-21,530,14
Battery Pack,2023-12-22,528,13
Battery Pack,2023-12-23,526,14
Battery Pack,2023-12-24,485,17
Battery Pack,2023-12-25,492,10
Battery Pack,2023-12-26,498,17
Battery Pack,2023-12-27,510,11
Battery Pack,2023-12-28,519,13
Battery Pack,2023-12-29,567,13
Battery Pack,2023-12-30,513,15
Battery Pack,2023-12-31,559,11
Battery Pack,2024-01-01,561,15
Electric Motor,2021-01-01,840,10
Electric Motor,2021-01-02,773,6
Electric Motor,2021-01-03,849,12
Electric Motor,2021-01-04,962,11
Electric Motor,2021-01-05,832,12
Electric Motor,2021-01-06,842,4
Electric Motor,2021-01-07,995,14
Electric Motor,2021-01-08,936,10
Electric Motor,2021-01-09,811,12
Electric Motor,2021-01-10,893,8
Electric Motor,2021-01-11,842,11
Electric Motor,2021-01-12,840,8
Electric Motor,2021-01-13,892,9
Electric Motor,2021-01-14,715,14
Electric Motor,2021-01-15,724,10
Electric Motor,2021-01-16,780,10
Electric Motor,2021-01-17,737,12
Electric Motor,2021-01-18,867,11
Electric Motor,2021-01-19,763,10
Electric Motor,2021-01-20,718,11
Electric Motor,2021-01-21,945,15
Electric Motor,2021-01-22,808,10
Electric Motor,2021-01-23,802,10
Electric Motor,2021-01-24,686,12
Electric Motor,2021-01-25,791,12
Electric Motor,2021-01-26,850,12
Electric Motor,2021-01-27,758,11
Electric Motor,2021-01-28,890,8
Electric Motor,2021-01-29,824,13
Electric Motor,2021-01-30,831,8
Electric Motor,2021-01-31,819,11
Electric Motor,2021-02-01,1059,8
Electric Motor,2021-02-02,923,10
Electric Motor,2021-02-03,852,11
Electric Motor,2021-02-04,1013,11
Electric Motor,2021-02-05,860,11
Electric Motor,2021-02-06,952,13
Electric Motor,2021-02-07,785,11
Electric Motor,2021-02-08,870,10
Electric Motor,2021-02-09,993,12
Electric Motor,2021-02-10,1036,12
Electric Motor,2021-02-11,989,8
Electric Motor,2021-02-12,962,11
Electric Motor,2021-02-13,911,11
Electric Motor,2021-02-14,811,9
Electric Motor,2021-02-15,894,13
Electric Motor,2021-02-16,907,10
Electric Motor,2021-02-17,1021,10
Electric Motor,2021-02-18,956,10
Electric Motor,2021-02-19,782,10
Electric Motor,2021-02-20,914,8
Electric Motor,2021-02-21,854,7
Electric Motor,2021-02-22,859,13
Electric Motor,2021-02-23,963,8
Electric Motor,2021-02-24,999,8
Electric Motor,2021-02-25,996,6
Electric Motor,2021-02-26,861,9
Electric Motor,2021-02-27,882,7
Electric Motor,2021-02-28,943,13
Electric Motor,2021-03-01,1036,12
Electric Motor,2021-03-02,931,9
Electric Motor,2021-03-03,967,15
Electric Motor,2021-03-04,905,12
Electric Motor,2021-03-05,909,9
Electric Motor,2021-03-06,1050,5
Electric Motor,2021-03-07,1103,15
Electric Motor,2021-03-08,1026,7
Electric Motor,2021-03-09,1118,7
Electric Motor,2021-03-10,1070,12
Electric Motor,2021-03-11,991,15
Electric Motor,2021-03-12,1071,13
Electric Motor,2021-03-13,1132,11
Electric Motor,2021-03-14,1001,11
Electric Motor,2021-03-15,1153,12
Electric Motor,2021-03-16,811,12
Electric Motor,2021-03-17,1077,11
Electric Motor,2021-03-18,1009,10
Electric Motor,2021-03-19,969,10
Electric Motor,2021-03-20,961,8
Electric Motor,2021-03-21,787,9
Electric Motor,2021-03-22,951,7
Electric Motor,2021-03-23,992,10
Electric Motor,2021-03-24,1078,8
Electric Motor,2021-03-25,916,8
Electric Motor,2021-03-26,893,10
Electric Motor,2021-03-27,890,13
Electric Motor,2021-03-28,1007,12
Electric Motor,2021-03-29,996,7
Electric Motor,2021-03-30,935,8
Electric Motor,2021-03-31,1028,12
Electric Motor,2021-04-01,1004,8
Electric Motor,2021-04-02,1084,10
Electric Motor,2021-04-03,931,11
Electric Motor,2021-04-04,971,8
Electric Motor,2021-04-05,1005,10
Electric Motor,2021-04-06,927,7
Electric Motor,2021-04-07,1075,9
Electric Motor,2021-04-08,1077,11
Electric Motor,2021-04-09,1059,7
Electric Motor,2021-04-10,1010,11
Electric Motor,2021-04-11,914,10
Electric Motor,2021-04-12,1020,11
Electric Motor,2021-04-13,1021,10
Electric Motor,2021-04-14,976,13
Electric Motor,2021-04-15,1019,10
Electric Motor,2021-04-16,1054,9
Electric Motor,2021-04-17,1132,10
Electric Motor,2021-04-18,984,11
Electric Motor,2021-04-19,1009,10
Electric Motor,2021-04-20,972,10
Electric Motor,2021-04-21,815,9
Electric Motor,2021-04-22,959,9
Electric Motor,2021-04-23,959,7
Electric Motor,2021-04-24,1117,13
Electric Motor,2021-04-25,902,8
Electric Motor,2021-04-26,971,9
Electric Motor,2021-04-27,946,9
Electric Motor,2021-04-28,859,12
Electric Motor,2021-04-29,1049,9
Electric Motor,2021-04-30,1024,12
Electric Motor,2021-05-01,1005,9
Electric Motor,2021-05-02,877,11
Electric Motor,2021-05-03,1101,8
Electric Motor,2021-05-04,885,14
Electric Motor,2021-05-05,1052,8
Electric Motor,2021-05-06,1187,11
Electric Motor,2021-05-07,938,11
Electric Motor,2021-05-08,946,11
Electric Motor,2021-05-09,1002,10
Electric Motor,2021-05-10,983,10
Electric Motor,2021-05-11,897,10
Electric Motor,2021-05-12,1022,10
Electric Motor,2021-05-13,925,12
Electric Motor,2021-05-14,1040,14
Electric Motor,2021-05-15,888,9
Electric Motor,2021-05-16,1075,7
Electric Motor,2021-05-17,906,10
Electric Motor,2021-05-18,930,15
Electric Motor,2021-05-19,1009,8
Electric Motor,2021-05-20,833,13
Electric Motor,2021-05-21,938,13
Electric Motor,2021-05-22,984,9
Electric Motor,2021-05-23,743,11
Electric Motor,2021-05-24,909,13
Electric Motor,2021-05-25,910,9
Electric Motor,2021-05-26,949,10
Electric Motor,2021-05-27,787,9
Electric Motor,2021-05-28,782,8
Electric Motor,2021-05-29,902,9
Electric Motor,2021-05-30,889,8
Electric Motor,2021-05-31,921,10
Electric Motor,2021-06-01,936,8
Electric Motor,2021-06-02,861,10
Electric Motor,2021-06-03,941,7
Electric Motor,2021-06-04,953,11
Electric Motor,2021-06-05,849,12
Electric Motor,2021-06-06,1060,6
Electric Motor,2021-06-07,982,11
Electric Motor,2021-06-08,851,12
Electric Motor,2021-06-09,998,8
Electric Motor,2021-06-10,865,13
Electric Motor,2021-06-11,1002,11
Electric Motor,2021-06-12,995,9
Electric Motor,2021-06-13,828,10
Electric Motor,2021-06-14,990,11
Electric Motor,2021-06-15,935,10
Electric Motor,2021-06-16,955,11
Electric Motor,2021-06-17,1027,8
Electric Motor,2021-06-18,842,10
Electric Motor,2021-06-19,759,7
Electric Motor,2021-06-20,735,10
Electric Motor,2021-06-21,759,8
Electric Motor,2021-06-22,808,9
Electric Motor,2021-06-23,833,12
Electric Motor,2021-06-24,822,12
Electric Motor,2021-06-25,861,11
Electric Motor,2021-06-26,764,8
Electric Motor,2021-06-27,879,9
Electric Motor,2021-06-28,773,12
Electric Motor,2021-06-29,1016,10
Electric Motor,2021-06-30,853,15
Electric Motor,2021-07-01,740,11
Electric Motor,2021-07-02,730,10
Electric Motor,2021-07-03,831,9
Electric Motor,2021-07-04,782,10
Electric Motor,2021-07-05,893,10
Electric Motor,2021-07-06,879,11
Electric Motor,2021-07-07,839,12
Electric Motor,2021-07-08,779,8
Electric Motor,2021-07-09,726,7
Electric Motor,2021-07-10,780,6
Electric Motor,2021-07-11,880,11
Electric Motor,2021-07-12,853,8
Electric Motor,2021-07-13,728,6
Electric Motor,2021-07-14,832,11
Electric Motor,2021-07-15,838,15
Electric Motor,2021-07-16,724,10
Electric Motor,2021-07-17,764,12
Electric Motor,2021-07-18,742,10
Electric Motor,2021-07-19,663,10
Electric Motor,2021-07-20,770,12
Electric Motor,2021-07-21,774,9
Electric Motor,2021-07-22,806,11
Electric Motor,2021-07-23,794,11
Electric Motor,2021-07-24,562,9
Electric Motor,2021-07-25,593,12
Electric Motor,2021-07-26,736,10
Electric Motor,2021-07-27,735,8
Electric Motor,2021-07-28,736,11
Electric Motor,2021-07-29,1006,8
Electric Motor,2021-07-30,748,10
Electric Motor,2021-07-31,770,10
Electric Motor,2021-08-01,762,12
Electric Motor,2021-08-02,775,11
Electric Motor,2021-08-03,705,10
Electric Motor,2021-08-04,798,12
Electric Motor,2021-08-05,682,13
Electric Motor,2021-08-06,730,11
Electric Motor,2021-08-07,683,10
Electric Motor,2021-08-08,730,7
Electric Motor,2021-08-09,939,8
Electric Motor,2021-08-10,602,9
Electric Motor,2021-08-11,802,9
Electric Motor,2021-08-12,612,10
Electric Motor,2021-08-13,695,10
Electric Motor,2021-08-14,780,11
Electric Motor,2021-08-15,687,10
Electric Motor,2021-08-16,613,11
Electric Motor,2021-08-17,630,10
Electric Motor,2021-08-18,729,6
Electric Motor,2021-08-19,604,8
Electric Motor,2021-08-20,668,10
Electric Motor,2021-08-21,614,8
Electric Motor,2021-08-22,550,11
Electric Motor,2021-08-23,796,13
Electric Motor,2021-08-24,671,12
Electric Motor,2021-08-25,455,10
Electric Motor,2021-08-26,631,13
Electric Motor,2021-08-27,565,10
Electric Motor,2021-08-28,659,9
Electric Motor,2021-08-29,533,9
Electric Motor,2021-08-30,624,9
Electric Motor,2021-08-31,681,9
Electric Motor,2021-09-01,718,10
Electric Motor,2021-09-02,562,10
Electric Motor,2021-09-03,640,10
Electric Motor,2021-09-04,606,11
Electric Motor,2021-09-05,599,12
Electric Motor,2021-09-06,828,12
Electric Motor,2021-09-07,723,7
Electric Motor,2021-09-08,592,5
Electric Motor,2021-09-09,766,12
Electric Motor,2021-09-10,861,7
Electric Motor,2021-09-11,739,10
Electric Motor,2021-09-12,529,8
Electric Motor,2021-09-13,634,6
Electric Motor,2021-09-14,765,11
Electric Motor,2021-09-15,597,12
Electric Motor,2021-09-16,679,9
Electric Motor,2021-09-17,694,5
Electric Motor,2021-09-18,517,9
Electric Motor,2021-09-19,576,11
Electric Motor,2021-09-20,342,7
Electric Motor,2021-09-21,512,10
Electric Motor,2021-09-22,567,10
Electric Motor,2021-09-23,483,11
Electric Motor,2021-09-24,712,10
Electric Motor,2021-09-25,437,8
Electric Motor,2021-09-26,518,12
Electric Motor,2021-09-27,598,10
Electric Motor,2021-09-28,709,10
Electric Motor,2021-09-29,487,8
Electric Motor,2021-09-30,703,9
Electric Motor,2021-10-01,621,8
Electric Motor,2021-10-02,522,10
Electric Motor,2021-10-03,648,13
Electric Motor,2021-10-04,667,7
Electric Motor,2021-10-05,612,7
Electric Motor,2021-10-06,674,13
Electric Motor,2021-10-07,644,10
Electric Motor,2021-10-08,688,9
Electric Motor,2021-10-09,705,12
Electric Motor,2021-10-10,779,9
Electric Motor,2021-10-11,582,14
Electric Motor,2021-10-12,848,11
Electric Motor,2021-10-13,516,9
Electric Motor,2021-10-14,654,14
Electric Motor,2021-10-15,705,9
Electric Motor,2021-10-16,642,11
Electric Motor,2021-10-17,560,11
Electric Motor,2021-10-18,614,13
Electric Motor,2021-10-19,582,13
Electric Motor,2021-10-20,567,10
Electric Motor,2021-10-21,675,8
Electric Motor,2021-10-22,630,11
Electric Motor,2021-10-23,513,9
Electric Motor,2021-10-24,639,14
Electric Motor,2021-10-25,623,10
Electric Motor,2021-10-26,666,9
Electric Motor,2021-10-27,657,10
Electric Motor,2021-10-28,547,7
Electric Motor,2021-10-29,577,8
Electric Motor,2021-10-30,662,12
Electric Motor,2021-10-31,662,9
Electric Motor,2021-11-01,654,8
Electric Motor,2021-11-02,677,11
Electric Motor,2021-11-03,782,12
Electric Motor,2021-11-04,644,11
Electric Motor,2021-11-05,745,12
Electric Motor,2021-11-06,664,8
Electric Motor,2021-11-07,670,7
Electric Motor,2021-11-08,810,13
Electric Motor,2021-11-09,792,9
Electric Motor,2021-11-10,792,9
Electric Motor,2021-11-11,830,13
Electric Motor,2021-11-12,725,11
Electric Motor,2021-11-13,743,11
Electric Motor,2021-11-14,658,14
Electric Motor,2021-11-15,732,9
Electric Motor,2021-11-16,688,12
Electric Motor,2021-11-17,698,10
Electric Motor,2021-11-18,730,11
Electric Motor,2021-11-19,611,13
Electric Motor,2021-11-20,808,11
Electric Motor,2021-11-21,555,11
Electric Motor,2021-11-22,566,12
Electric Motor,2021-11-23,755,9
Electric Motor,2021-11-24,727,8
Electric Motor,2021-11-25,717,8
Electric Motor,2021-11-26,723,6
Electric Motor,2021-11-27,649,14
Electric Motor,2021-11-28,588,8
Electric Motor,2021-11-29,707,10
Electric Motor,2021-11-30,659,9
Electric Motor,2021-12-01,804,11
Electric Motor,2021-12-02,727,12
Electric Motor,2021-12-03,686,12
Electric Motor,2021-12-04,710,9
Electric Motor,2021-12-05,780,10
Electric Motor,2021-12-06,743,11
Electric Motor,2021-12-07,731,10
Electric Motor,2021-12-08,824,13
Electric Motor,2021-12-09,829,11
Electric Motor,2021-12-10,772,11
Electric Motor,2021-12-11,746,11
Electric Motor,2021-12-12,801,12
Electric Motor,2021-12-13,694,10
Electric Motor,2021-12-14,693,7
Electric Motor,2021-12-15,743,11
Electric Motor,2021-12-16,777,9
Electric Motor,2021-12-17,812,9
Electric Motor,2021-12-18,868,11
Electric Motor,2021-12-19,812,12
Electric Motor,2021-12-20,755,10
Electric Motor,2021-12-21,762,11
Electric Motor,2021-12-22,681,13
Electric Motor,2021-12-23,759,10
Electric Motor,2021-12-24,738,15
Electric Motor,2021-12-25,760,11
Electric Motor,2021-12-26,674,6
Electric Motor,2021-12-27,819,12
Electric Motor,2021-12-28,909,11
Electric Motor,2021-12-29,789,13
Electric Motor,2021-12-30,842,11
Electric Motor,2021-12-31,878,10
Electric Motor,2022-01-01,774,8
Electric Motor,2022-01-02,838,10
Electric Motor,2022-01-03,865,8
Electric Motor,2022-01-04,884,9
Electric Motor,2022-01-05,826,11
Electric Motor,2022-01-06,900,13
Electric Motor,2022-01-07,947,11
Electric Motor,2022-01-08,999,8
Electric Motor,2022-01-09,964,11
Electric Motor,2022-01-10,1092,12
Electric Motor,2022-01-11,858,9
Electric Motor,2022-01-12,988,10
Electric Motor,2022-01-13,929,10
Electric Motor,2022-01-14,1084,8
Electric Motor,2022-01-15,809,11
Electric Motor,2022-01-16,799,10
Electric Motor,2022-01-17,842,11
Electric Motor,2022-01-18,713,8
Electric Motor,2022-01-19,835,9
Electric Motor,2022-01-20,811,11
Electric Motor,2022-01-21,881,9
Electric Motor,2022-01-22,864,13
Electric Motor,2022-01-23,987,9
Electric Motor,2022-01-24,945,10
Electric Motor,2022-01-25,827,12
Electric Motor,2022-01-26,807,7
Electric Motor,2022-01-27,927,6
Electric Motor,2022-01-28,792,7
Electric Motor,2022-01-29,1025,13
Electric Motor,2022-01-30,985,9
Electric Motor,2022-01-31,897,15
Electric Motor,2022-02-01,810,9
Electric Motor,2022-02-02,1069,10
Electric Motor,2022-02-03,964,13
Electric Motor,2022-02-04,1084,14
Electric Motor,2022-02-05,838,14
Electric Motor,2022-02-06,926,12
Electric Motor,2022-02-07,1011,12
Electric Motor,2022-02-08,1019,11
Electric Motor,2022-02-09,981,12
Electric Motor,2022-02-10,1067,9
Electric Motor,2022-02-11,930,8
Electric Motor,2022-02-12,971,10
Electric Motor,2022-02-13,987,10
Electric Motor,2022-02-14,1042,9
Electric Motor,2022-02-15,1050,11
Electric Motor,2022-02-16,896,12
Electric Motor,2022-02-17,855,10
Electric Motor,2022-02-18,1073,13
Electric Motor,2022-02-19,961,8
Electric Motor,2022-02-20,869,10
Electric Motor,2022-02-21,1079,9
Electric Motor,2022-02-22,963,6
Electric Motor,2022-02-23,1048,10
Electric Motor,2022-02-24,961,10
Electric Motor,2022-02-25,1125,13
Electric Motor,2022-02-26,1077,11
Electric Motor,2022-02-27,924,8
Electric Motor,2022-02-28,1062,14
Electric Motor,2022-03-01,1046,12
Electric Motor,2022-03-02,1116,11
Electric Motor,2022-03-03,941,10
Electric Motor,2022-03-04,1085,8
Electric Motor,2022-03-05,1097,9
Electric Motor,2022-03-06,882,12
Electric Motor,2022-03-07,968,14
Electric Motor,2022-03-08,907,13
Electric Motor,2022-03-09,1055,9
Electric Motor,2022-03-10,1138,8
Electric Motor,2022-03-11,1203,10
Electric Motor,2022-03-12,1058,6
Electric Motor,2022-03-13,1180,11
Electric Motor,2022-03-14,965,10
Electric Motor,2022-03-15,933,9
Electric Motor,2022-03-16,1058,7
Electric Motor,2022-03-17,1085,11
Electric Motor,2022-03-18,1042,9
Electric Motor,2022-03-19,840,8
Electric Motor,2022-03-20,989,4
Electric Motor,2022-03-21,914,10
Electric Motor,2022-03-22,1064,14
Electric Motor,2022-03-23,1034,13
Electric Motor,2022-03-24,925,9
Electric Motor,2022-03-25,957,9
Electric Motor,2022-03-26,883,11
Electric Motor,2022-03-27,964,8
Electric Motor,2022-03-28,1079,11
